,district,state,year,month,temperature,rainfall,humidity
134043,bankura,west bengal,2008,10,25.07,0.97,80.15
134053,puruliya,west bengal,2008,10,24.35,0.53,78.93
134064,birbhum,west bengal,2008,10,25.26,2.16,80.5
134204,west midnapore,west bengal,2009,10,24.52,3.22,80.87
134213,bankura,west bengal,2009,10,23.88,3.1,78.36
134223,puruliya,west bengal,2009,10,23.16,2.87,75.81
134234,birbhum,west bengal,2009,10,24.16,4.01,78.82
134374,west midnapore,west bengal,2010,10,26.31,3.77,82.63
134383,bankura,west bengal,2010,10,25.82,2.36,79.93
134393,puruliya,west bengal,2010,10,24.95,2.06,79.33
134404,birbhum,west bengal,2010,10,25.71,2.42,81.86
134544,west midnapore,west bengal,2011,10,26.27,1.61,80.54
134553,bankura,west bengal,2011,10,25.64,1.64,79.57
134563,puruliya,west bengal,2011,10,24.68,1.61,79.54
134574,birbhum,west bengal,2011,10,25.79,1.0,79.02
134714,west midnapore,west bengal,2012,10,24.03,1.8,83.3
134723,bankura,west bengal,2012,10,23.23,1.95,82.12
134733,puruliya,west bengal,2012,10,22.21,1.75,80.61
134744,birbhum,west bengal,2012,10,23.02,2.09,81.35
134884,west midnapore,west bengal,2013,10,25.93,13.56,88.33
134893,bankura,west bengal,2013,10,25.26,11.74,88.45
134903,puruliya,west bengal,2013,10,24.45,10.18,87.96
134914,birbhum,west bengal,2013,10,25.41,9.38,87.47
135054,west midnapore,west bengal,2014,10,25.84,3.01,80.49
135063,bankura,west bengal,2014,10,25.27,3.27,79.49
135073,puruliya,west bengal,2014,10,24.42,2.84,78.7
135084,birbhum,west bengal,2014,10,25.35,1.84,79.62
135224,west midnapore,west bengal,2015,10,26.28,0.37,78.8
135233,bankura,west bengal,2015,10,25.58,0.33,77.28
135243,puruliya,west bengal,2015,10,24.8,0.44,73.92
135254,birbhum,west bengal,2015,10,25.9,0.34,75.52
135394,west midnapore,west bengal,2016,10,25.69,2.09,82.9
135403,bankura,west bengal,2016,10,25.02,1.17,81.57
135413,puruliya,west bengal,2016,10,24.18,0.82,80.58
135424,birbhum,west bengal,2016,10,25.46,0.9,81.1
135564,west midnapore,west bengal,2017,10,26.4,7.99,85.9
135573,bankura,west bengal,2017,10,25.94,8.69,84.1
135583,puruliya,west bengal,2017,10,25.47,7.28,81.44
135594,birbhum,west bengal,2017,10,26.07,8.11,84.71
135734,west midnapore,west bengal,2018,10,25.58,2.8,77.09
135743,bankura,west bengal,2018,10,24.88,1.37,76.33
135753,puruliya,west bengal,2018,10,24.01,1.05,76.07
135764,birbhum,west bengal,2018,10,25.04,1.28,75.11
135904,west midnapore,west bengal,2019,10,25.81,6.42,85.39
135913,bankura,west bengal,2019,10,25.0,5.25,84.87
135923,puruliya,west bengal,2019,10,23.76,5.12,86.01
135934,birbhum,west bengal,2019,10,24.81,3.82,85.29
136074,west midnapore,west bengal,2020,10,26.81,3.41,86.86
136083,bankura,west bengal,2020,10,26.16,2.64,86.01
136093,puruliya,west bengal,2020,10,25.46,2.91,84.9
136104,birbhum,west bengal,2020,10,26.68,2.49,84.39
136244,west midnapore,west bengal,2021,10,26.48,6.42,86.77
136253,bankura,west bengal,2021,10,25.86,5.65,85.36
136263,puruliya,west bengal,2021,10,24.97,6.01,84.86
136274,birbhum,west bengal,2021,10,25.88,5.57,85.26
136414,west midnapore,west bengal,2022,10,25.76,4.44,86.16
136423,bankura,west bengal,2022,10,25.16,4.09,84.61
136433,puruliya,west bengal,2022,10,24.24,4.71,83.46
136444,birbhum,west bengal,2022,10,25.27,4.21,84.01
136584,west midnapore,west bengal,2023,10,26.0,3.8,82.34
136593,bankura,west bengal,2023,10,25.41,4.34,81.32
136603,puruliya,west bengal,2023,10,24.51,4.89,80.91
136614,birbhum,west bengal,2023,10,25.62,5.54,81.77
136680,east midnapore,west bengal,2000,10,27.03,3.82,80.81
136681,north 24 parganas,west bengal,2000,10,27.16,4.04,81.83
136682,south 24 parganas,west bengal,2000,10,27.16,4.04,81.83
136683,haora,west bengal,2000,10,26.27,3.91,83.0
136684,kolkata,west bengal,2000,10,26.27,3.91,83.0
136687,hugli,west bengal,2000,10,26.15,3.91,82.65
136690,barddhaman,west bengal,2000,10,26.15,3.71,82.01
136691,nadia,west bengal,2000,10,26.44,4.14,82.72
136700,murshidabad,west bengal,2000,10,26.28,2.72,80.14
136707,maldah,west bengal,2000,10,26.27,1.98,79.07
136715,dakshin dinajpur,west bengal,2000,10,26.11,1.51,79.29
136723,uttar dinajpur,west bengal,2000,10,26.17,0.81,74.0
136735,east midnapore,west bengal,2001,10,27.13,6.62,85.19
136736,north 24 parganas,west bengal,2001,10,27.11,6.84,85.92
136737,south 24 parganas,west bengal,2001,10,27.11,6.84,85.92
136738,haora,west bengal,2001,10,26.37,6.23,88.08
136739,kolkata,west bengal,2001,10,26.37,6.23,88.08
136742,hugli,west bengal,2001,10,26.17,5.28,87.96
136745,barddhaman,west bengal,2001,10,26.1,4.2,87.06
136746,nadia,west bengal,2001,10,26.2,4.33,87.03
136755,murshidabad,west bengal,2001,10,26.09,4.08,84.52
136762,maldah,west bengal,2001,10,25.94,4.69,83.74
136770,dakshin dinajpur,west bengal,2001,10,25.63,5.67,84.15
136778,uttar dinajpur,west bengal,2001,10,25.45,5.43,82.04
136790,east midnapore,west bengal,2002,10,26.49,2.63,77.44
136791,north 24 parganas,west bengal,2002,10,26.51,2.59,78.18
136792,south 24 parganas,west bengal,2002,10,26.51,2.59,78.18
136793,haora,west bengal,2002,10,25.48,2.61,81.09
136794,kolkata,west bengal,2002,10,25.48,2.61,81.09
136797,hugli,west bengal,2002,10,25.31,2.36,80.75
136800,barddhaman,west bengal,2002,10,25.35,2.03,80.13
136801,nadia,west bengal,2002,10,25.59,1.94,80.28
136810,murshidabad,west bengal,2002,10,25.34,1.63,79.44
136817,maldah,west bengal,2002,10,25.14,1.43,79.6
136825,dakshin dinajpur,west bengal,2002,10,24.83,1.37,80.87
136833,uttar dinajpur,west bengal,2002,10,24.5,0.96,79.7
136845,east midnapore,west bengal,2003,10,27.32,10.83,83.72
136846,north 24 parganas,west bengal,2003,10,27.36,10.22,83.89
136847,south 24 parganas,west bengal,2003,10,27.36,10.22,83.89
136848,haora,west bengal,2003,10,26.54,9.9,86.34
136849,kolkata,west bengal,2003,10,26.54,9.9,86.34
136852,hugli,west bengal,2003,10,26.33,8.59,85.95
136855,barddhaman,west bengal,2003,10,26.23,7.32,84.98
136856,nadia,west bengal,2003,10,26.5,7.08,84.63
136865,murshidabad,west bengal,2003,10,26.07,6.13,83.06
136872,maldah,west bengal,2003,10,25.7,6.08,83.09
136880,dakshin dinajpur,west bengal,2003,10,25.43,6.58,84.74
136888,uttar dinajpur,west bengal,2003,10,24.9,6.09,82.69
136900,east midnapore,west bengal,2004,10,26.01,7.44,80.89
136901,north 24 parganas,west bengal,2004,10,25.92,7.06,81.92
136902,south 24 parganas,west bengal,2004,10,25.92,7.06,81.92
136903,haora,west bengal,2004,10,24.98,6.88,84.95
136904,kolkata,west bengal,2004,10,24.98,6.88,84.95
136907,hugli,west bengal,2004,10,24.8,5.84,84.76
136910,barddhaman,west bengal,2004,10,24.78,5.0,84.15
136911,nadia,west bengal,2004,10,24.84,4.78,84.79
136920,murshidabad,west bengal,2004,10,24.78,5.46,82.95
136927,maldah,west bengal,2004,10,24.66,6.01,82.54
136935,dakshin dinajpur,west bengal,2004,10,24.27,7.27,84.09
136943,uttar dinajpur,west bengal,2004,10,24.16,5.6,82.16
136955,east midnapore,west bengal,2005,10,26.83,10.28,85.68
136956,north 24 parganas,west bengal,2005,10,26.9,10.14,85.79
136957,south 24 parganas,west bengal,2005,10,26.9,10.14,85.79
136958,haora,west bengal,2005,10,26.1,9.93,87.94
136959,kolkata,west bengal,2005,10,26.1,9.93,87.94
136962,hugli,west bengal,2005,10,25.85,9.71,87.69
136965,barddhaman,west bengal,2005,10,25.75,10.37,87.18
136966,nadia,west bengal,2005,10,25.84,10.08,87.24
136975,murshidabad,west bengal,2005,10,25.71,11.91,85.88
136982,maldah,west bengal,2005,10,25.56,11.2,85.6
136990,dakshin dinajpur,west bengal,2005,10,25.04,11.65,86.49
136998,uttar dinajpur,west bengal,2005,10,24.82,8.92,84.7
137010,east midnapore,west bengal,2006,10,27.08,1.57,79.49
137011,north 24 parganas,west bengal,2006,10,27.12,1.53,79.65
137012,south 24 parganas,west bengal,2006,10,27.12,1.53,79.65
137013,haora,west bengal,2006,10,26.32,1.47,82.8
137014,kolkata,west bengal,2006,10,26.32,1.47,82.8
137017,hugli,west bengal,2006,10,26.18,1.18,82.97
137020,barddhaman,west bengal,2006,10,26.15,0.95,82.3
137021,nadia,west bengal,2006,10,26.29,0.92,81.55
137030,murshidabad,west bengal,2006,10,26.28,1.3,79.25
137037,maldah,west bengal,2006,10,26.02,1.57,78.97
137045,dakshin dinajpur,west bengal,2006,10,25.62,1.69,79.04
137053,uttar dinajpur,west bengal,2006,10,25.34,1.42,77.92
137065,east midnapore,west bengal,2007,10,26.45,4.46,79.04
137066,north 24 parganas,west bengal,2007,10,26.46,5.2,80.5
137067,south 24 parganas,west bengal,2007,10,26.46,5.2,80.5
137068,haora,west bengal,2007,10,25.55,4.27,83.04
137069,kolkata,west bengal,2007,10,25.55,4.27,83.04
137072,hugli,west bengal,2007,10,25.3,3.84,83.52
137075,barddhaman,west bengal,2007,10,25.25,3.47,83.4
137076,nadia,west bengal,2007,10,25.49,4.27,83.42
137085,murshidabad,west bengal,2007,10,25.52,3.37,82.13
137092,maldah,west bengal,2007,10,25.44,3.27,82.52
137100,dakshin dinajpur,west bengal,2007,10,25.17,3.33,83.86
137108,uttar dinajpur,west bengal,2007,10,25.05,2.53,83.4
137120,east midnapore,west bengal,2008,10,26.59,3.19,79.56
137121,north 24 parganas,west bengal,2008,10,26.58,4.09,80.68
137122,south 24 parganas,west bengal,2008,10,26.58,4.09,80.68
137123,haora,west bengal,2008,10,25.72,3.47,82.61
137124,kolkata,west bengal,2008,10,25.72,3.47,82.61
137127,hugli,west bengal,2008,10,25.57,3.6,82.44
137130,barddhaman,west bengal,2008,10,25.59,3.43,81.75
137131,nadia,west bengal,2008,10,25.57,4.23,82.98
137140,murshidabad,west bengal,2008,10,25.84,3.12,80.09
137147,maldah,west bengal,2008,10,25.75,3.21,80.19
137155,dakshin dinajpur,west bengal,2008,10,25.23,3.91,83.25
137163,uttar dinajpur,west bengal,2008,10,25.13,3.85,81.43
137175,east midnapore,west bengal,2009,10,25.96,3.37,78.45
137176,north 24 parganas,west bengal,2009,10,26.08,3.48,79.81
137177,south 24 parganas,west bengal,2009,10,26.08,3.48,79.81
137178,haora,west bengal,2009,10,24.94,3.28,81.8
137179,kolkata,west bengal,2009,10,24.94,3.28,81.8
137182,hugli,west bengal,2009,10,24.71,3.19,81.99
137185,barddhaman,west bengal,2009,10,24.7,3.18,81.25
137186,nadia,west bengal,2009,10,24.99,3.33,83.28
137195,murshidabad,west bengal,2009,10,24.71,4.3,80.53
137202,maldah,west bengal,2009,10,24.52,5.31,81.13
137210,dakshin dinajpur,west bengal,2009,10,24.53,6.0,83.92
137218,uttar dinajpur,west bengal,2009,10,24.12,7.2,82.2
137230,east midnapore,west bengal,2010,10,27.31,4.65,81.58
137231,north 24 parganas,west bengal,2010,10,27.35,4.83,82.45
137232,south 24 parganas,west bengal,2010,10,27.35,4.83,82.45
137233,haora,west bengal,2010,10,26.52,4.08,84.0
137234,kolkata,west bengal,2010,10,26.52,4.08,84.0
137237,hugli,west bengal,2010,10,26.34,3.56,83.48
137240,barddhaman,west bengal,2010,10,26.29,3.2,82.77
137241,nadia,west bengal,2010,10,26.42,3.63,83.54
137250,murshidabad,west bengal,2010,10,26.17,2.99,81.66
137257,maldah,west bengal,2010,10,25.79,2.86,82.67
137265,dakshin dinajpur,west bengal,2010,10,25.23,3.18,85.58
137273,uttar dinajpur,west bengal,2010,10,24.89,2.31,84.39
137285,east midnapore,west bengal,2011,10,27.48,1.57,77.0
137286,north 24 parganas,west bengal,2011,10,27.47,1.49,78.24
137287,south 24 parganas,west bengal,2011,10,27.47,1.49,78.24
137288,haora,west bengal,2011,10,26.59,1.39,80.58
137289,kolkata,west bengal,2011,10,26.59,1.39,80.58
137292,hugli,west bengal,2011,10,26.38,1.11,80.94
137295,barddhaman,west bengal,2011,10,26.36,0.86,80.26
137296,nadia,west bengal,2011,10,26.56,0.78,80.79
137305,murshidabad,west bengal,2011,10,26.35,0.65,78.92
137312,maldah,west bengal,2011,10,26.09,0.53,79.17
137320,dakshin dinajpur,west bengal,2011,10,25.68,0.33,81.11
137328,uttar dinajpur,west bengal,2011,10,25.34,0.53,80.44
137340,east midnapore,west bengal,2012,10,25.62,1.58,79.78
137341,north 24 parganas,west bengal,2012,10,25.78,1.57,80.04
137342,south 24 parganas,west bengal,2012,10,25.78,1.57,80.04
137343,haora,west bengal,2012,10,24.32,1.69,83.55
137344,kolkata,west bengal,2012,10,24.32,1.69,83.55
137347,hugli,west bengal,2012,10,23.84,1.79,83.67
137350,barddhaman,west bengal,2012,10,23.63,1.89,82.63
137351,nadia,west bengal,2012,10,23.97,1.83,82.49
137360,murshidabad,west bengal,2012,10,23.57,1.99,79.86
137367,maldah,west bengal,2012,10,23.35,1.84,80.1
137375,dakshin dinajpur,west bengal,2012,10,22.99,1.88,83.36
137383,uttar dinajpur,west bengal,2012,10,23.04,1.63,80.83
137395,east midnapore,west bengal,2013,10,26.85,13.35,85.02
137396,north 24 parganas,west bengal,2013,10,26.84,11.78,85.17
137397,south 24 parganas,west bengal,2013,10,26.84,11.78,85.17
137398,haora,west bengal,2013,10,26.18,11.85,88.15
137399,kolkata,west bengal,2013,10,26.18,11.85,88.15
137402,hugli,west bengal,2013,10,25.98,10.2,88.38
137405,barddhaman,west bengal,2013,10,25.92,8.56,87.9
137406,nadia,west bengal,2013,10,25.98,7.87,88.23
137415,murshidabad,west bengal,2013,10,25.79,7.44,86.0
137422,maldah,west bengal,2013,10,25.43,7.84,85.83
137430,dakshin dinajpur,west bengal,2013,10,25.09,8.09,86.63
137438,uttar dinajpur,west bengal,2013,10,24.66,8.27,85.61
137450,east midnapore,west bengal,2014,10,27.05,2.57,76.62
137451,north 24 parganas,west bengal,2014,10,27.06,2.44,77.12
137452,south 24 parganas,west bengal,2014,10,27.06,2.44,77.12
137453,haora,west bengal,2014,10,26.12,2.43,80.32
137454,kolkata,west bengal,2014,10,26.12,2.43,80.32
137457,hugli,west bengal,2014,10,25.92,2.4,80.33
137460,barddhaman,west bengal,2014,10,25.92,2.22,79.76
137461,nadia,west bengal,2014,10,26.13,2.06,79.75
137470,murshidabad,west bengal,2014,10,26.1,1.2,78.11
137477,maldah,west bengal,2014,10,25.91,0.83,78.77
137485,dakshin dinajpur,west bengal,2014,10,25.64,0.78,81.44
137493,uttar dinajpur,west bengal,2014,10,25.34,0.59,81.31
137505,east midnapore,west bengal,2015,10,27.6,0.99,75.16
137506,north 24 parganas,west bengal,2015,10,27.59,1.89,76.41
137507,south 24 parganas,west bengal,2015,10,27.59,1.89,76.41
137508,haora,west bengal,2015,10,26.68,0.79,79.01
137509,kolkata,west bengal,2015,10,26.68,0.79,79.01
137512,hugli,west bengal,2015,10,26.49,0.75,78.8
137515,barddhaman,west bengal,2015,10,26.44,0.76,78.1
137516,nadia,west bengal,2015,10,26.66,1.41,78.48
137525,murshidabad,west bengal,2015,10,26.47,0.49,75.87
137532,maldah,west bengal,2015,10,26.36,0.3,75.53
137540,dakshin dinajpur,west bengal,2015,10,25.99,0.48,79.61
137548,uttar dinajpur,west bengal,2015,10,25.7,0.31,77.52
137560,east midnapore,west bengal,2016,10,26.93,3.55,79.71
137561,north 24 parganas,west bengal,2016,10,27.02,4.85,81.09
137562,south 24 parganas,west bengal,2016,10,27.02,4.85,81.09
137563,haora,west bengal,2016,10,26.08,2.36,83.15
137564,kolkata,west bengal,2016,10,26.08,2.36,83.15
137567,hugli,west bengal,2016,10,25.95,1.69,83.28
137570,barddhaman,west bengal,2016,10,25.99,1.45,82.56
137571,nadia,west bengal,2016,10,26.25,2.72,82.96
137580,murshidabad,west bengal,2016,10,26.2,2.22,80.96
137587,maldah,west bengal,2016,10,26.17,2.68,81.2
137595,dakshin dinajpur,west bengal,2016,10,25.94,4.98,83.53
137603,uttar dinajpur,west bengal,2016,10,25.79,3.39,83.55
137615,east midnapore,west bengal,2017,10,27.49,10.91,82.34
137616,north 24 parganas,west bengal,2017,10,27.45,16.37,82.24
137617,south 24 parganas,west bengal,2017,10,27.45,16.37,82.24
137618,haora,west bengal,2017,10,26.7,9.07,85.71
137619,kolkata,west bengal,2017,10,26.7,9.07,85.71
137622,hugli,west bengal,2017,10,26.43,9.12,86.25
137625,barddhaman,west bengal,2017,10,26.34,8.46,86.16
137626,nadia,west bengal,2017,10,26.42,11.24,86.04
137635,murshidabad,west bengal,2017,10,26.48,6.96,84.47
137642,maldah,west bengal,2017,10,26.4,6.36,84.65
137650,dakshin dinajpur,west bengal,2017,10,26.16,7.51,86.27
137658,uttar dinajpur,west bengal,2017,10,25.8,4.38,85.59
137670,east midnapore,west bengal,2018,10,27.0,4.14,73.82
137671,north 24 parganas,west bengal,2018,10,27.04,4.1,74.45
137672,south 24 parganas,west bengal,2018,10,27.04,4.1,74.45
137673,haora,west bengal,2018,10,25.93,2.49,76.97
137674,kolkata,west bengal,2018,10,25.93,2.49,76.97
137677,hugli,west bengal,2018,10,25.64,1.35,76.87
137680,barddhaman,west bengal,2018,10,25.58,1.23,75.97
137681,nadia,west bengal,2018,10,25.82,1.57,75.88
137690,murshidabad,west bengal,2018,10,25.76,1.76,73.67
137697,maldah,west bengal,2018,10,25.66,1.55,74.15
137705,dakshin dinajpur,west bengal,2018,10,25.22,0.81,78.74
137713,uttar dinajpur,west bengal,2018,10,25.05,0.88,76.66
137725,east midnapore,west bengal,2019,10,26.97,9.22,82.22
137726,north 24 parganas,west bengal,2019,10,27.01,9.75,82.64
137727,south 24 parganas,west bengal,2019,10,27.01,9.75,82.64
137728,haora,west bengal,2019,10,26.16,6.42,85.2
137729,kolkata,west bengal,2019,10,26.16,6.42,85.2
137732,hugli,west bengal,2019,10,25.84,5.14,85.36
137735,barddhaman,west bengal,2019,10,25.69,4.76,84.95
137736,nadia,west bengal,2019,10,25.79,6.96,86.32
137745,murshidabad,west bengal,2019,10,25.32,4.18,84.99
137752,maldah,west bengal,2019,10,24.99,3.44,85.92
137760,dakshin dinajpur,west bengal,2019,10,24.87,5.32,87.07
137768,uttar dinajpur,west bengal,2019,10,24.49,1.8,87.08
137780,east midnapore,west bengal,2020,10,27.81,5.19,84.38
137781,north 24 parganas,west bengal,2020,10,27.89,7.26,85.32
137782,south 24 parganas,west bengal,2020,10,27.89,7.26,85.32
137783,haora,west bengal,2020,10,27.21,3.46,86.68
137784,kolkata,west bengal,2020,10,27.21,3.46,86.68
137787,hugli,west bengal,2020,10,27.14,3.01,86.32
137790,barddhaman,west bengal,2020,10,27.2,3.12,85.38
137791,nadia,west bengal,2020,10,27.42,6.28,86.04
137800,murshidabad,west bengal,2020,10,27.46,4.84,83.43
137807,maldah,west bengal,2020,10,27.35,4.81,83.48
137815,dakshin dinajpur,west bengal,2020,10,27.13,5.35,84.65
137823,uttar dinajpur,west bengal,2020,10,26.93,2.58,83.89
137835,east midnapore,west bengal,2021,10,27.51,8.63,83.55
137836,north 24 parganas,west bengal,2021,10,27.47,9.01,84.1
137837,south 24 parganas,west bengal,2021,10,27.47,9.01,84.1
137838,haora,west bengal,2021,10,26.81,6.94,86.63
137839,kolkata,west bengal,2021,10,26.81,6.94,86.63
137842,hugli,west bengal,2021,10,26.59,5.7,86.56
137845,barddhaman,west bengal,2021,10,26.49,4.87,85.95
137846,nadia,west bengal,2021,10,26.69,5.12,86.19
137855,murshidabad,west bengal,2021,10,26.4,4.61,84.91
137862,maldah,west bengal,2021,10,26.2,5.33,85.79
137870,dakshin dinajpur,west bengal,2021,10,26.01,8.91,87.77
137878,uttar dinajpur,west bengal,2021,10,25.68,8.77,88.44
137890,east midnapore,west bengal,2022,10,26.86,5.13,82.7
137891,north 24 parganas,west bengal,2022,10,26.94,6.81,82.64
137892,south 24 parganas,west bengal,2022,10,26.94,6.81,82.64
137893,haora,west bengal,2022,10,26.01,4.47,86.07
137894,kolkata,west bengal,2022,10,26.01,4.47,86.07
137897,hugli,west bengal,2022,10,25.82,3.94,86.11
137900,barddhaman,west bengal,2022,10,25.78,3.53,85.42
137901,nadia,west bengal,2022,10,25.88,5.0,85.6
137910,murshidabad,west bengal,2022,10,25.76,3.86,83.89
137917,maldah,west bengal,2022,10,25.54,4.23,84.28
137925,dakshin dinajpur,west bengal,2022,10,25.29,4.57,86.25
137933,uttar dinajpur,west bengal,2022,10,25.04,5.1,85.42
137945,east midnapore,west bengal,2023,10,27.19,4.67,79.25
137946,north 24 parganas,west bengal,2023,10,27.32,5.55,79.48
137947,south 24 parganas,west bengal,2023,10,27.32,5.55,79.48
137948,haora,west bengal,2023,10,26.31,4.34,82.74
137949,kolkata,west bengal,2023,10,26.31,4.34,82.74
137952,hugli,west bengal,2023,10,26.17,4.53,82.57
137955,barddhaman,west bengal,2023,10,26.22,4.69,81.81
137956,nadia,west bengal,2023,10,26.41,5.59,81.88
137965,murshidabad,west bengal,2023,10,26.21,5.93,81.98
137972,maldah,west bengal,2023,10,26.0,5.95,82.7
137980,dakshin dinajpur,west bengal,2023,10,25.58,6.54,84.32
137988,uttar dinajpur,west bengal,2023,10,25.3,4.59,84.45
141625,jalpaiguri,west bengal,2000,10,26.12,0.66,70.85
141626,kochbihar,west bengal,2000,10,25.22,0.95,75.83
141637,darjiling,west bengal,2000,10,19.57,0.35,72.18
141664,jalpaiguri,west bengal,2001,10,25.15,5.58,79.36
141665,kochbihar,west bengal,2001,10,24.67,6.44,80.16
141676,darjiling,west bengal,2001,10,18.82,3.51,79.87
141703,jalpaiguri,west bengal,2002,10,24.49,0.95,76.2
141704,kochbihar,west bengal,2002,10,23.97,1.41,77.58
141715,darjiling,west bengal,2002,10,18.19,0.47,75.0
141742,jalpaiguri,west bengal,2003,10,24.78,6.37,81.05
141743,kochbihar,west bengal,2003,10,24.4,7.94,82.43
141754,darjiling,west bengal,2003,10,18.85,4.17,76.77
141781,jalpaiguri,west bengal,2004,10,23.83,5.84,81.16
141782,kochbihar,west bengal,2004,10,23.41,8.74,81.14
141793,darjiling,west bengal,2004,10,17.53,2.51,79.72
141820,jalpaiguri,west bengal,2005,10,24.34,8.96,82.39
141821,kochbihar,west bengal,2005,10,23.97,11.16,81.63
141832,darjiling,west bengal,2005,10,18.29,4.82,81.7
141859,jalpaiguri,west bengal,2006,10,25.28,1.34,74.26
141860,kochbihar,west bengal,2006,10,24.86,2.04,73.73
141871,darjiling,west bengal,2006,10,18.6,0.76,77.78
141898,jalpaiguri,west bengal,2007,10,24.77,2.28,82.88
141899,kochbihar,west bengal,2007,10,24.4,3.02,81.98
141910,darjiling,west bengal,2007,10,18.9,1.11,83.76
141937,jalpaiguri,west bengal,2008,10,24.82,4.3,79.63
141938,kochbihar,west bengal,2008,10,24.35,4.72,79.61
141949,darjiling,west bengal,2008,10,18.63,3.01,81.31
141976,jalpaiguri,west bengal,2009,10,24.47,7.58,79.9
141977,kochbihar,west bengal,2009,10,24.16,7.92,81.2
141988,darjiling,west bengal,2009,10,18.46,5.49,75.95
142015,jalpaiguri,west bengal,2010,10,24.85,2.47,81.65
142016,kochbihar,west bengal,2010,10,24.42,3.48,81.69
142027,darjiling,west bengal,2010,10,18.85,1.52,81.93
142054,jalpaiguri,west bengal,2011,10,25.04,0.56,80.09
142055,kochbihar,west bengal,2011,10,24.67,0.42,79.92
142066,darjiling,west bengal,2011,10,18.79,0.57,82.66
142093,jalpaiguri,west bengal,2012,10,24.35,1.77,74.44
142094,kochbihar,west bengal,2012,10,24.09,2.2,77.86
142105,darjiling,west bengal,2012,10,18.38,1.27,69.32
142132,jalpaiguri,west bengal,2013,10,24.56,8.41,82.18
142133,kochbihar,west bengal,2013,10,24.36,9.0,81.47
142144,darjiling,west bengal,2013,10,18.51,6.09,83.11
142171,jalpaiguri,west bengal,2014,10,25.35,0.6,79.9
142172,kochbihar,west bengal,2014,10,25.04,0.77,80.56
142183,darjiling,west bengal,2014,10,18.89,0.37,80.7
142210,jalpaiguri,west bengal,2015,10,25.68,0.67,77.97
142211,kochbihar,west bengal,2015,10,25.31,0.74,80.44
142222,darjiling,west bengal,2015,10,19.18,0.81,79.48
142249,jalpaiguri,west bengal,2016,10,25.79,4.97,82.34
142250,kochbihar,west bengal,2016,10,25.51,4.7,82.49
142261,darjiling,west bengal,2016,10,19.47,3.66,84.43
142288,jalpaiguri,west bengal,2017,10,25.65,5.11,83.88
142289,kochbihar,west bengal,2017,10,25.38,5.66,84.6
142300,darjiling,west bengal,2017,10,19.34,2.27,83.67
142327,jalpaiguri,west bengal,2018,10,24.58,0.59,77.72
142328,kochbihar,west bengal,2018,10,24.12,0.59,79.0
142339,darjiling,west bengal,2018,10,17.82,0.71,77.91
142366,jalpaiguri,west bengal,2019,10,24.35,2.67,85.78
142367,kochbihar,west bengal,2019,10,24.18,3.6,84.79
142378,darjiling,west bengal,2019,10,18.61,0.99,86.18
142405,jalpaiguri,west bengal,2020,10,26.81,2.59,82.27
142406,kochbihar,west bengal,2020,10,26.42,3.57,82.62
142417,darjiling,west bengal,2020,10,20.49,1.11,81.64
142444,jalpaiguri,west bengal,2021,10,25.48,12.1,87.55
142445,kochbihar,west bengal,2021,10,25.24,11.64,86.84
142456,darjiling,west bengal,2021,10,19.62,8.85,88.43
142483,jalpaiguri,west bengal,2022,10,25.08,5.52,83.42
142484,kochbihar,west bengal,2022,10,24.74,5.79,83.72
142495,darjiling,west bengal,2022,10,18.98,4.56,83.83
142522,jalpaiguri,west bengal,2023,10,24.95,5.9,82.87
142523,kochbihar,west bengal,2023,10,24.51,5.59,82.89
142534,darjiling,west bengal,2023,10,18.82,3.93,84.04
146930,west midnapore,west bengal,2000,11,22.17,0.01,72.43
146939,bankura,west bengal,2000,11,21.72,0.0,64.81
146949,puruliya,west bengal,2000,11,21.11,0.0,58.69
146960,birbhum,west bengal,2000,11,21.61,0.01,66.15
147100,west midnapore,west bengal,2001,11,22.58,0.6,80.12
147109,bankura,west bengal,2001,11,21.92,0.31,78.19
147119,puruliya,west bengal,2001,11,21.12,0.09,74.6
147130,birbhum,west bengal,2001,11,21.96,0.28,75.5
147270,west midnapore,west bengal,2002,11,21.06,1.84,77.9
147279,bankura,west bengal,2002,11,20.63,0.86,73.66
147289,puruliya,west bengal,2002,11,19.98,0.25,69.52
147300,birbhum,west bengal,2002,11,20.91,0.88,73.11
147440,west midnapore,west bengal,2003,11,21.0,0.62,76.21
147449,bankura,west bengal,2003,11,20.37,0.72,73.89
147459,puruliya,west bengal,2003,11,19.45,0.51,72.93
147470,birbhum,west bengal,2003,11,20.61,0.21,72.33
147610,west midnapore,west bengal,2004,11,21.01,0.0,73.47
147619,bankura,west bengal,2004,11,20.34,0.0,70.54
147629,puruliya,west bengal,2004,11,19.61,0.0,67.43
147640,birbhum,west bengal,2004,11,20.67,0.0,72.48
147780,west midnapore,west bengal,2005,11,20.07,0.01,74.09
147789,bankura,west bengal,2005,11,19.73,0.02,68.24
147799,puruliya,west bengal,2005,11,19.25,0.05,62.38
147810,birbhum,west bengal,2005,11,19.74,0.01,71.73
147950,west midnapore,west bengal,2006,11,21.76,0.39,79.76
147959,bankura,west bengal,2006,11,21.25,0.36,77.43
147969,puruliya,west bengal,2006,11,20.57,0.26,75.21
147980,birbhum,west bengal,2006,11,21.05,0.16,76.31
148120,west midnapore,west bengal,2007,11,21.61,1.05,83.3
